id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
ylkhfFpBYECQ4doyTvR59Q,olissippo-saldanha-lisboa,Olissippo Saldanha,https://s3-media1.fl.yelpcdn.com/bphoto/d8cFiYADuMHkMz6SZmKthA/o.jpg,False,https://www.yelp.com/biz/olissippo-saldanha-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,3,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.3,"{'latitude': 38.7340679, 'longitude': -9.14346}",[],,"{'address1': 'Av. Praia da Vitória, 30', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1000-248', 'country': 'PT', 'state': '11', 'display_address': ['Av. Praia da Vitória, 30', '1000-248 Lisbon', 'Portugal']}",+351210006690,+351 21 000 6690,696.0375791436302
EVNkWrxhekgbFFL4s1979w,marriot-hotels-international-b-v-sucursal-lisboa,Marriot Hotels International B.V. Sucursal,,False,https://www.yelp.com/biz/marriot-hotels-international-b-v-sucursal-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",1.0,"{'latitude': 38.7469101, 'longitude': -9.1629696}",[],,"{'address1': 'Av. Combatentes', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1600-000', 'country': 'PT', 'state': '11', 'display_address': ['Av. Combatentes', '1600-000 Lisbon', 'Portugal']}",,,1275.2972426896679
2RmBbuDvgn_QyjxyGj85Jg,cheap-hotels-lisboa,cheap hotels,https://s3-media4.fl.yelpcdn.com/bphoto/tYZJMSvP6dx7igHaw7ipRQ/o.jpg,False,https://www.yelp.com/biz/cheap-hotels-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,1,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'restaurants', 'title': 'Restaurants'}, {'alias': 'hotels', 'title': 'Hotels'}]",5.0,"{'latitude': 38.7327744, 'longitude': -9.1456819}",[],€,"{'address1': 'Avenida Fontes Pereira de Melo  47', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '', 'country': 'PT', 'state': '11', 'display_address': ['Avenida Fontes Pereira de Melo  47', 'Lisbon', 'Portugal']}",,,605.1655388252394
UtoJY2lnHIEOJOhyYrqKhw,browns-downtown-lisboa-2,Brown's Downtown,https://s3-media2.fl.yelpcdn.com/bphoto/oFXDu8meSVVVL9brRTdp1Q/o.jpg,False,https://www.yelp.com/biz/browns-downtown-lisboa-2?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,10,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.2,"{'latitude': 38.7105392982766, 'longitude': -9.13809561379084}",[],€€,"{'address1': 'Rua dos Sapateiros, 73', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1100-042', 'country': 'PT', 'state': '11', 'display_address': ['Rua dos Sapateiros, 73', '1100-042 Lisbon', 'Portugal']}",+351213431391,+351 21 343 1391,3079.833954811747
jfxwV5kgiaJH17cxY5Dtwg,holiday-inn-express-lisboa-3,Holiday Inn Express,https://s3-media2.fl.yelpcdn.com/bphoto/CktugZYgB9hakdQNEgAYRA/o.jpg,False,https://www.yelp.com/biz/holiday-inn-express-lisboa-3?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,5,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.6,"{'latitude': 38.7360409238028, 'longitude': -9.14851874113083}",[],,"{'address1': 'Av. João Crisóstomo, 40-42', 'address2': '', 'address3': None, 'city': 'Lisbon', 'zip_code': '1050-162', 'country': 'PT', 'state': '11', 'display_address': ['Av. João Crisóstomo, 40-42', '1050-162 Lisbon', 'Portugal']}",+351211515900,+351 21 151 5900,211.77512390020163
F_IBrPSZvkkwAs_eCpkuvQ,hotel-lisboa-lisboa,Hotel Lisboa,https://s3-media4.fl.yelpcdn.com/bphoto/XK4YbIB2Os5EZn54z8SFuA/o.jpg,False,https://www.yelp.com/biz/hotel-lisboa-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,5,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.6,"{'latitude': 38.7222404, 'longitude': -9.1463699}",[],€€,"{'address1': 'R. Barata Salgueiro, 5', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1169-066', 'country': 'PT', 'state': '11', 'display_address': ['R. Barata Salgueiro, 5', '1169-066 Lisbon', 'Portugal']}",+351213500000,+351 21 350 0000,1620.1614444839845
Q7i_PTpItlxi_sJigKw4qA,rooftop-at-the-art-inn-lisboa,Rooftop at The Art Inn,https://s3-media2.fl.yelpcdn.com/bphoto/O-Ax0_Fv7bLd4wFi489lhQ/o.jpg,False,https://www.yelp.com/biz/rooftop-at-the-art-inn-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,5,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cafes', 'title': 'Cafes'}]",3.6,"{'latitude': 38.713092, 'longitude': -9.140017}",[],€€€€,"{'address1': 'R. 1º de Dezembro, 31', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1200-357', 'country': 'PT', 'state': '11', 'display_address': ['R. 1º de Dezembro, 31', '1200-357 Lisbon', 'Portugal']}",+351962431978,+351 962 431 978,2755.4357078626967
-gPD6iYgH-Qmn4uPryHGdQ,hotel-alicante-lisboa,Hotel Alicante,https://s3-media2.fl.yelpcdn.com/bphoto/XHuun7DTu28j1tKwK6cAtw/o.jpg,False,https://www.yelp.com/biz/hotel-alicante-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,"{'latitude': 38.7288, 'longitude': -9.14455}",[],,"{'address1': 'Av. Duque Loulé 20', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1050-090', 'country': 'PT', 'state': '11', 'display_address': ['Av. Duque Loulé 20', '1050-090 Lisbon', 'Portugal']}",+351213530514,+351 21 353 0514,1006.6749407491473
JopTbqOH6jVuMv-Oj6NP9Q,9hotel-mercy-lisboa,9Hotel Mercy,https://s3-media2.fl.yelpcdn.com/bphoto/SKvsYJGjM5BWwNf-ICstDw/o.jpg,False,https://www.yelp.com/biz/9hotel-mercy-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,10,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.3,"{'latitude': 38.7123666, 'longitude': -9.1429633}",[],€€,"{'address1': 'R. da Misericórdia, 76', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1200-273', 'country': 'PT', 'state': '11', 'display_address': ['R. da Misericórdia, 76', '1200-273 Lisbon', 'Portugal']}",+351212481480,+351 21 248 1480,2756.4545752871727
zw7Ui5fWYtpHEb3I6whdMA,residencial-horizonte-lisboa,Residencial Horizonte,,False,https://www.yelp.com/biz/residencial-horizonte-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,2,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.0,"{'latitude': 38.7300682, 'longitude': -9.1500797}",[],€€,"{'address1': 'Av. António Augusto de Aguiar, 42 6º', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1050-016', 'country': 'PT', 'state': '11', 'display_address': ['Av. António Augusto de Aguiar, 42 6º', '1050-016 Lisbon', 'Portugal']}",+351213539526,+351 21 353 9526,701.8127997763041
CXGhjpsDuK0FusDit3iKQw,myriad-by-sana-hotels-lisboa,Myriad by Sana Hotels,https://s3-media2.fl.yelpcdn.com/bphoto/u1plj9CUw87F2t3hnpmYgw/o.jpg,False,https://www.yelp.com/biz/myriad-by-sana-hotels-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,10,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.1,"{'latitude': 38.7747988088132, 'longitude': -9.0912903904159}",[],€€€€,"{'address1': 'Cais das Naus, Lote 2.21.01', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1990-173', 'country': 'PT', 'state': '11', 'display_address': ['Cais das Naus, Lote 2.21.01', '1990-173 Lisbon', 'Portugal']}",+351211107600,+351 21 110 7600,6708.446933288377
1D4-pyl1i0MhDOXqv57RIg,fontecruz-lisboa-autograph-collection-lisbon,"Fontecruz Lisboa, Autograph Collection",https://s3-media2.fl.yelpcdn.com/bphoto/ctJwADtc8KNaX2xvhmjUGw/o.jpg,False,https://www.yelp.com/biz/fontecruz-lisboa-autograph-collection-lisbon?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,26,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,"{'latitude': 38.7192524228744, 'longitude': -9.14403543637491}",[],€€€,"{'address1': 'Avenida da Liberdade 138-142', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1250-001', 'country': 'PT', 'state': '11', 'display_address': ['Avenida da Liberdade 138-142', '1250-001 Lisbon', 'Portugal']}",+351210410000,+351 21 041 0000,1994.4976834660938
t9zu3GgtBVQogIYyEamWSQ,hotel-lux-lisboa-park-lisboa,Hotel Lux lisboa Park,https://s3-media1.fl.yelpcdn.com/bphoto/uCZcjucblZbm2u8ocNVnIQ/o.jpg,False,https://www.yelp.com/biz/hotel-lux-lisboa-park-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,"{'latitude': 38.72775, 'longitude': -9.15835}",[],€€€,"{'address1': 'R. Padre António Vieira 32', 'address2': '', 'address3': None, 'city': 'Lisbon', 'zip_code': '1070-015', 'country': 'PT', 'state': '11', 'display_address': ['R. Padre António Vieira 32', '1070-015 Lisbon', 'Portugal']}",,,1154.6200438546841
pmA7DXMxOawDkvoyyiGF3w,the-vintage-hotel-e-spa-lisboa,The Vintage Hotel & Spa,https://s3-media2.fl.yelpcdn.com/bphoto/ya543tMlmaAj7iC_RLAR4Q/o.jpg,False,https://www.yelp.com/biz/the-vintage-hotel-e-spa-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,7,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.6,"{'latitude': 38.7200022, 'longitude': -9.1505303}",[],€€€,"{'address1': 'R. Rodrigo da Fonseca, 2', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1250-191', 'country': 'PT', 'state': '11', 'display_address': ['R. Rodrigo da Fonseca, 2', '1250-191 Lisbon', 'Portugal']}",+351210405400,+351 21 040 5400,1819.8106075793212
gRyLEYnGDckZYsDXl7Lirg,ramada-by-wyndham-lisbon-lisboa,Ramada By Wyndham Lisbon,https://s3-media1.fl.yelpcdn.com/bphoto/0GEXpRWS6owmsnNulLiGgg/o.jpg,False,https://www.yelp.com/biz/ramada-by-wyndham-lisbon-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,"{'latitude': 38.73961, 'longitude': -9.124173}",[],€€,"{'address1': 'Av. Eng. Arantes e Oliveira, 9', 'address2': '', 'address3': None, 'city': 'Lisbon', 'zip_code': '1900-221', 'country': 'PT', 'state': '11', 'display_address': ['Av. Eng. Arantes e Oliveira, 9', '1900-221 Lisbon', 'Portugal']}",+351218434200,+351 21 843 4200,2348.156103309682
G6aDuRMpDJGWvFIUC6Tduw,hotel-botânico-lisboa,Hotel Botânico,,False,https://www.yelp.com/biz/hotel-bot%C3%A2nico-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,2,"[{'alias': 'hotels', 'title': 'Hotels'}]",5.0,"{'latitude': 38.7173843, 'longitude': -9.1468983}",[],€,"{'address1': 'R. Mãe de Água, 16/20', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1250-156', 'country': 'PT', 'state': '11', 'display_address': ['R. Mãe de Água, 16/20', '1250-156 Lisbon', 'Portugal']}",+351213420392,+351 21 342 0392,2144.5228218070715
M-URexQjVHXeRxQ7csDBFA,hotel-marquês-de-pombal-lisboa-2,Hotel Marquês de Pombal,https://s3-media3.fl.yelpcdn.com/bphoto/x39AZBKQnJd94HyUcS5Htg/o.jpg,False,https://www.yelp.com/biz/hotel-marqu%C3%AAs-de-pombal-lisboa-2?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,6,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,"{'latitude': 38.7233664760433, 'longitude': -9.14893518098563}",[],€€,"{'address1': 'Av. da Liberdade, 243', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1250-143', 'country': 'PT', 'state': '11', 'display_address': ['Av. da Liberdade, 243', '1250-143 Lisbon', 'Portugal']}",+351213197900,+351 21 319 7900,1455.6651019961398
QIIGuree1Qf6Z68_WcmYnw,le-consulat-lisboa,Le Consulat,https://s3-media4.fl.yelpcdn.com/bphoto/IfBCmuJbtDYpsakabdmHzg/o.jpg,False,https://www.yelp.com/biz/le-consulat-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,6,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.2,"{'latitude': 38.7105762476914, 'longitude': -9.14330472937809}",[],,"{'address1': 'Plaça Luís de Camões, 22', 'address2': '', 'address3': None, 'city': 'Lisbon', 'zip_code': '1249-190', 'country': 'PT', 'state': '11', 'display_address': ['Plaça Luís de Camões, 22', '1249-190 Lisbon', 'Portugal']}",+351212427470,+351 21 242 7470,2942.8113938886704
DHxMzz8RbW1u1E25SBCCCg,hotel-dom-carlos-liberty-lisboa,Hotel Dom Carlos Liberty,https://s3-media3.fl.yelpcdn.com/bphoto/hRb90I-3OwEaIM06SAzj3w/o.jpg,False,https://www.yelp.com/biz/hotel-dom-carlos-liberty-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,4,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.5,"{'latitude': 38.7236099, 'longitude': -9.1474705}",[],,"{'address1': 'R. Alexandre Herculano, 13', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1150-005', 'country': 'PT', 'state': '11', 'display_address': ['R. Alexandre Herculano, 13', '1150-005 Lisbon', 'Portugal']}",+351213173570,+351 21 317 3570,1449.7610620548783
vFM8jBv6Jcc5A2tiIzrlVA,tryp-lisboa,TRYP,https://s3-media4.fl.yelpcdn.com/bphoto/AMxp8D4u6UH6k4kKWjk9PQ/o.jpg,False,https://www.yelp.com/biz/tryp-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,8,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.0,"{'latitude': 38.76188, 'longitude': -9.13282}",[],€€,"{'address1': 'R. C, 2', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1749-125', 'country': 'PT', 'state': '11', 'display_address': ['R. C, 2', '1749-125 Lisbon', 'Portugal']}",+351218425000,+351 21 842 5000,4373.888913782375
MMzWj2f92xiFerwrC8StOA,evidencia-belverde-amora,Evidencia Belverde,https://s3-media1.fl.yelpcdn.com/bphoto/7s_Y0v0r0TEfwrMmUEU6TQ/o.jpg,False,https://www.yelp.com/biz/evidencia-belverde-amora?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",5.0,"{'latitude': 38.5998688, 'longitude': -9.1395063}",[],€€,"{'address1': 'Av. de Belverde, 70', 'address2': '', 'address3': '', 'city': 'Amora', 'zip_code': '2845-483', 'country': 'PT', 'state': '15', 'display_address': ['Av. de Belverde, 70', '2845-483 Amora', 'Portugal']}",+351210426900,+351 21 042 6900,15285.816806723282
PH_8HKvVeGlZC6btE-6sWw,memmo-príncipe-real-hotel-lisboa,Memmo Príncipe Real Hotel,https://s3-media2.fl.yelpcdn.com/bphoto/vZ-5xH5dlRDN6VzT6Sofgw/o.jpg,False,https://www.yelp.com/biz/memmo-pr%C3%ADncipe-real-hotel-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,7,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.4,"{'latitude': 38.716227, 'longitude': -9.146092}",[],,"{'address1': 'R. Dom Pedro V, 56', 'address2': '', 'address3': None, 'city': 'Lisbon', 'zip_code': '1250-094', 'country': 'PT', 'state': '11', 'display_address': ['R. Dom Pedro V, 56', '1250-094 Lisbon', 'Portugal']}",+351219016800,+351 21 901 6800,2278.176254251201
Ug1FJQ8fbOcUyogttPte7g,hotel-zenit-lisboa-lisboa,Hotel Zenit Lisboa,,False,https://www.yelp.com/biz/hotel-zenit-lisboa-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,4,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.3,"{'latitude': 38.7332802, 'longitude': -9.1470804}",[],€€,"{'address1': 'Av. 5 de Outubro, 11', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1050-047', 'country': 'PT', 'state': '11', 'display_address': ['Av. 5 de Outubro, 11', '1050-047 Lisbon', 'Portugal']}",+351217260539,+351 21 726 0539,474.2393611516465
83tL5a4qCQBatAuaI0JjIg,lagoas-hotel-oeiras,Lagoas Hotel,,False,https://www.yelp.com/biz/lagoas-hotel-oeiras?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,1,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'guesthouses', 'title': 'Guest Houses'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",5.0,"{'latitude': 38.7119217, 'longitude': -9.3140802}",[],€€€€,"{'address1': 'Lagoas Park, Ed. 2', 'address2': None, 'address3': None, 'city': 'Oeiras', 'zip_code': '2740-265', 'country': 'PT', 'state': '11', 'display_address': ['Lagoas Park, Ed. 2', '2740-265 Oeiras', 'Portugal']}",+351211109700,+351 21 110 9700,14025.440838798739
r0mWN0CoLImlQLqIlop63w,martinhal-lisbon-chiado-family-suites-lisboa,Martinhal Lisbon Chiado Family Suites,https://s3-media4.fl.yelpcdn.com/bphoto/19MFHlVMNitsOuFpBICMzw/o.jpg,False,https://www.yelp.com/biz/martinhal-lisbon-chiado-family-suites-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,6,"[{'alias': 'hotels', 'title': 'Hotels'}]",5.0,"{'latitude': 38.7088277203884, 'longitude': -9.14354231359562}",[],€€€,"{'address1': 'R. das Flores, 44', 'address2': '', 'address3': None, 'city': 'Lisbon', 'zip_code': '8135-998', 'country': 'PT', 'state': '11', 'display_address': ['R. das Flores, 44', '8135-998 Lisbon', 'Portugal']}",+351282240200,+351 282 240 200,3128.291458919922
gWNTfyGWNL-eIxYHQmR2rg,casa-dellarte-lisboa,Casa Dell'Arte,https://s3-media2.fl.yelpcdn.com/bphoto/FbweCTWQXr__qczzRfF2gQ/o.jpg,False,https://www.yelp.com/biz/casa-dellarte-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,3,"[{'alias': 'hotels', 'title': 'Hotels'}]",5.0,"{'latitude': 38.71558, 'longitude': -9.12609}",[],,"{'address1': 'Campo Santa Clara, 125', 'address2': 'São Vicente', 'address3': None, 'city': 'Lisbon', 'zip_code': '1100-473', 'country': 'PT', 'state': '11', 'display_address': ['Campo Santa Clara, 125', 'São Vicente', '1100-473 Lisbon', 'Portugal']}",+351218870416,+351 21 887 0416,3156.1679048653828
piXnAYay9BdSW7AsLq_oJg,hotel-white-lisboa-lisboa,Hotel White Lisboa,https://s3-media2.fl.yelpcdn.com/bphoto/Uke_U-WaXDVdBrwcZRzFEA/o.jpg,False,https://www.yelp.com/biz/hotel-white-lisboa-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,"{'latitude': 38.734863, 'longitude': -9.145515}",[],,"{'address1': 'Av. da República, 9', 'address2': '', 'address3': None, 'city': 'Lisbon', 'zip_code': '1050-185', 'country': 'PT', 'state': '11', 'display_address': ['Av. da República, 9', '1050-185 Lisbon', 'Portugal']}",+351210060700,+351 21 006 0700,498.0652906084294
S9KuIF-EioW9OgdoY9ZtHw,york-house-lisboa-2,York House,https://s3-media4.fl.yelpcdn.com/bphoto/407xyT7mTKLYq7ABoOLznA/o.jpg,False,https://www.yelp.com/biz/york-house-lisboa-2?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,5,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.2,"{'latitude': 38.7061353, 'longitude': -9.1592535}",[],€€€€,"{'address1': 'Rua das Janelas Verdes, 32', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1200-691', 'country': 'PT', 'state': '11', 'display_address': ['Rua das Janelas Verdes, 32', '1200-691 Lisbon', 'Portugal']}",+351213962435,+351 21 396 2435,3438.198595294708
abqCfRI4heBp-IbBtHvnoA,lisbon-wine-hotel-lisboa,Lisbon Wine Hotel,https://s3-media2.fl.yelpcdn.com/bphoto/WX1lERbxw1RjHsZVXHyxGg/o.jpg,False,https://www.yelp.com/biz/lisbon-wine-hotel-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,9,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.9,"{'latitude': 38.7162999, 'longitude': -9.14045}",[],,"{'address1': 'R. Portas de Santo Antão, 88', 'address2': '', 'address3': None, 'city': 'Lisbon', 'zip_code': '1150-265', 'country': 'PT', 'state': '11', 'display_address': ['R. Portas de Santo Antão, 88', '1150-265 Lisbon', 'Portugal']}",+351211451240,+351 21 145 1240,2409.447487658649
G53t0ZgE0249Z2gBzx9GFQ,olissippo-marquês-de-sá-lisboa,Olissippo Marquês de Sá,https://s3-media4.fl.yelpcdn.com/bphoto/v7NBcx5DU57zb0-jbRrLyg/o.jpg,False,https://www.yelp.com/biz/olissippo-marqu%C3%AAs-de-s%C3%A1-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,4,"[{'alias': 'hotels', 'title': 'Hotels'}]",2.5,"{'latitude': 38.736372, 'longitude': -9.15159}",[],,"{'address1': 'Av. Miguel Bombarda, 130', 'address2': '', 'address3': '', 'city': 'Lisbon', 'zip_code': '1050-167', 'country': 'PT', 'state': '11', 'display_address': ['Av. Miguel Bombarda, 130', '1050-167 Lisbon', 'Portugal']}",+351217911014,+351 21 791 1014,57.711584335224835
w2NVajknvu8XXiGkD8gB1g,hotel-lisboa-plaza-lisboa,Hotel Lisboa Plaza,https://s3-media1.fl.yelpcdn.com/bphoto/RV04_crb0dazeDSNpajqDQ/o.jpg,False,https://www.yelp.com/biz/hotel-lisboa-plaza-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,7,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.1,"{'latitude': 38.71886, 'longitude': -9.145466}",[],€€,"{'address1': 'Tv. do Salitre, 7', 'address2': None, 'address3': None, 'city': 'Lisbon', 'zip_code': '1269-066', 'country': 'PT', 'state': '11', 'display_address': ['Tv. do Salitre, 7', '1269-066 Lisbon', 'Portugal']}",+351213218218,+351 21 321 8218,2003.2641343325192
vyBp7WBiXSOllCS_tff6FQ,ibis-lisboa-josé-malhoa-lisboa,ibis Lisboa José Malhoa,https://s3-media3.fl.yelpcdn.com/bphoto/9J-E0juBDWRGPI7WEVTyhg/o.jpg,False,https://www.yelp.com/biz/ibis-lisboa-jos%C3%A9-malhoa-lisboa?adjust_creative=eyY_X0k6PMB2bu6EM1dXdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=eyY_X0k6PMB2bu6EM1dXdw,1,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,"{'latitude': 38.737079, 'longitude': -9.162705}",[],,"{'address1': 'Av. José Malhoa, 10', 'address2': '', 'address3': None, 'city': 'Lisbon', 'zip_code': '1070-158', 'country': 'PT', 'state': '11', 'display_address': ['Av. José Malhoa, 10', '1070-158 Lisbon', 'Portugal']}",+351217235700,+351 21 723 5700,1024.845988021188
