Reviewer Name,Review Rating,Review Text,Time Created,Business ID
Blue A.,4,"It was a pleasant stay. 

The hotel is conveniently located with various shops and restaurants just a quick walk away. Also it's near the train station if...",2022-12-12 10:34:50,hA7Hy6TujgtRZNgx1kZhDQ
Salita L.,5,"Amazing service, very friendly people. They will shower you with food and gifts. They made our stay so easy and fun. They have in house restaurant Delfina -...",2023-06-14 13:04:36,hA7Hy6TujgtRZNgx1kZhDQ
Sajani P.,3,The hotel is in a great location. Close to the metro. Walking distance to majority of the shopping areas (high need to moderate priced stores).  Near the...,2023-04-24 06:52:58,HCZj5nOjNSmSKwHydBRwnw
Misaki S.,2,"You basically pay for the location. The room is tiny, but is at least clean, however, the whole hotel has this weird dank musty wet smell. Amenities are...",2022-09-24 16:28:00,HCZj5nOjNSmSKwHydBRwnw
Angel W.,2,"This hotel is such a mixed bag. First, the good:

1. The location is perfect. You are in the middle of a great shopping district with cafes all around you....",2019-05-31 10:34:50,HCZj5nOjNSmSKwHydBRwnw
Andrew A.,4,"Nice room, love the greenery outside all the windows! Excellent, friendly front desk service. Breakfast- Meh. Terrible coffee! Restaurant good. Bar and...",2023-11-05 16:32:44,e6NP1PBZxat0wrbXTfZUqg
Shy A.,3,There is not much to complain about at this property. We stayed here for about four days while touring Lisbon. It's located about 10-15 minutes from the...,2016-02-16 04:12:09,e6NP1PBZxat0wrbXTfZUqg
Krys P.,4,"This hotel is close to the airport - 3 metro stations away, and €6-12 by Uber, depending on time of the day.  It's also just a few blocks from the Oriente...",2017-05-10 17:58:50,LH8zpDwkFasFnbMaJQOdOQ
Martine L.,3,As Ibis hotels go this one is pretty funky. Modern reception area with great little lounge and 24 hour bar/cafe which has been handy as there are no tea or...,2015-07-18 03:58:32,LH8zpDwkFasFnbMaJQOdOQ
Chynna P.,5,Stayed for one night for a layover and it was very nice! Clean and comfortable hotel with a great breakfast if you pay for it. It's about a 10 min Uber ride...,2018-12-30 15:57:25,LH8zpDwkFasFnbMaJQOdOQ
Mrs. E.,5,There are so many reasons why we love this hotel. The location is right in between two historical monuments and a hop away from the monastery.  Our room had...,2019-07-05 12:09:51,wfVzs2-GS_Ah-zQkAa8PZg
Genevieve K.,5,"This hotel was nothing short of amazing. I travel very frequently and this has to be by far the best hotel that I have stayed in, considering all of the...",2019-08-03 23:53:40,wfVzs2-GS_Ah-zQkAa8PZg
Inga W.,3,"While you have a pretty waterfront location here, it's far away from the touristy stuff and some of the rooms face the road and are very noisy. We had a...",2019-08-28 17:39:28,wfVzs2-GS_Ah-zQkAa8PZg
Terra S.,3,This review is basically about the rooftop bar not the hotel itself. We came here because we read somewhere that it was the place to be and to have a good...,2023-07-18 17:08:12,fAP3R5sOEZPbSmpm3p4XzQ
Jarvas H.,3,Had a great time in Portugal (Lisbon)!! Hotel Mundial had many great takeaways and some that were interesting to say the least. The location was perfect due...,2022-10-14 12:56:44,fAP3R5sOEZPbSmpm3p4XzQ
Richard S.,4,"The hotel is dated but has a great location. Right next to the Tram #28 and #12 .

The rooms are small but it is a city hotel. Friendly and helpful...",2022-12-10 09:36:37,fAP3R5sOEZPbSmpm3p4XzQ
Soly Z.,5,"We spent 4 nights here and had a fantastic time. The morning breakfast buffets were exquisite and full of a range of fresh fruits, pastries, desserts, and...",2022-08-30 16:54:37,ZWb3O242ppcifr7mkX0XXA
Sheri C.,2,I stayed at this hotel for three nights. The inconsistent and poor service received while here to myself and my colleagues means I won't be staying here...,2018-10-19 14:38:54,ZWb3O242ppcifr7mkX0XXA
Sarah S.,5,"Lovely hotel! 
Pleasant five star service 
The view from the UpScale bar is incredible 
The room was a really good size. The bed was huge and v comfortable....",2019-03-30 02:32:30,ZWb3O242ppcifr7mkX0XXA
Edward G.,5,"At the top of the hill in the Alfama district, Solar Do Castelo is a luxurious respite from the tourist who trod the ancient streets. Set within the outer...",2017-08-12 11:47:11,vGjfnemXAsRkzLWF8_YpLw
Ian S.,4,"Staff was great.  I liked the location, too, though not everyone would agree.  I had intentionally chosen a hotel a bit outside ""ground zero"" for tourists....",2022-11-02 08:10:50,hd5mo2R3uo3lRAcIIzgMTA
Krystin A.,1,"Our experience at the Valverde Hotel was unfortunately disappointing. During our two night stay, the air conditioning in our room was not working. When we...",2023-12-13 12:54:14,hd5mo2R3uo3lRAcIIzgMTA
Ken F.,3,"TripAdvisor's #1 hotel is Lisbon... give me a break

Yes, great location... Yes very good service... But if this is Lisbon's best, it scares me to think of...",2017-10-15 08:15:49,hd5mo2R3uo3lRAcIIzgMTA
Tulshi P.,4,"I stayed here for 2 nights and absolutely loved the hotel! The rooms were spacious, the staff was friendly and the service was amazing. Since the staff was...",2023-02-14 09:11:32,B7aWwEPmGZWdW3oed6bA6A
Wanda S.,5,"If I could give this hotel a thousand stars I would.  The hotel was beautiful, the staff were amazing and the food was excellent.  I had my birthday there...",2023-05-17 13:29:12,B7aWwEPmGZWdW3oed6bA6A
Flora H.,4,"Great little hotel with amazing service (almost too attentive, I felt like they were paying attention to my comings and goings and it was almost too much...",2018-02-03 20:57:37,B7aWwEPmGZWdW3oed6bA6A
Jennifer K.,4,"My first experience with NH hotel and I have to say I am impressed!!

A+ for everything from the check in process to the room and the location of the...",2014-08-29 17:34:27,RJ-gwHATiSQoXF0HJoPUMA
Lauren B.,5,"I did not stay at the NH hotel however, did go to the rooftop bar, pool & lounge area and was impressed. First of all, the view was amazing seeing all over...",2019-07-21 01:51:25,RJ-gwHATiSQoXF0HJoPUMA
Lucille L.,4,Such a great rooftop pool view of Portugal and balcony views from the room. Great shower heads and even a bidet to wash your ass. Excellent hospitality. My...,2015-06-03 12:55:48,RJ-gwHATiSQoXF0HJoPUMA
Ma Cielo T.,1,We decided to extend our vacation to a couple more days so we told front desk when we checked in.  Then they called us when we got to our room to ask if we...,2023-02-17 23:50:52,OBD52Csk5Lw5dgEYve2Ydw
Melissa M.,5,"I recently stayed at the BessaHotel in Libon and I was absolutely blown away! From the moment I arrived, I was welcomed with open arms by the friendly...",2023-01-17 10:33:33,OBD52Csk5Lw5dgEYve2Ydw
Aida F.,5,"Superior, excellent hotel staff, from the front desk to the bell hop.  They go out of their way to get you situated, help you find your way & make you feel...",2019-08-03 16:43:20,OBD52Csk5Lw5dgEYve2Ydw
Joanne C.,4,Nice clean room With a beautiful view of the city. Lovely rooftop bar. Customer service was very good. They only minor issue was when we asked for an...,2023-07-29 13:47:07,DLZsjWaKWdfKnYfkfwpnWQ
Golnaz S.,1,Don't get fooled with thier 5 stars rating online. The customer service is sub-par to worst. We got here around 10 pm and we made a reservation for my kid...,2022-07-14 13:34:12,DLZsjWaKWdfKnYfkfwpnWQ
Lily B.,5,"The rooms at this hotel are huge, especially by European standards. I loved the shopping neighborhood with tons of restaurants. If you want a view of the...",2018-12-28 13:40:31,DLZsjWaKWdfKnYfkfwpnWQ
Jesika Lee D.,5,We were booked into this hotel for our fourth visit to Lisbon. As with many Portuguese establishments- you win some and some you lose. This is a winner!...,2023-11-30 16:32:03,Tu6tNjeu37DxhTvIZVnFeQ
Colleen C.,5,"I absolutely adored this hotel and everything about it.

I arrived to a perfectly outfitted room with updated furnishings. Everything fresh as a flower....",2014-09-16 03:38:03,Tu6tNjeu37DxhTvIZVnFeQ
Camille C.,4,I stayed at the HF Fenix for two weeks and was absolutely pleased with my stay. Conveniently located near the metro and multiple restaurant locations. The...,2022-11-19 13:40:19,KYqeFglUCBFl6haPhoSnug
Mark B.,4,"Had a wonderful time exploring the area and discovering restaurants, shops and cultural spots.  Benfica celebrated their 38th title win while we stayed...",2023-05-30 06:02:23,KYqeFglUCBFl6haPhoSnug
Marcus K.,4,"Nice hotel just off of M Pombal.  Metro stop is right out front as are stops for the aero bus.  

Rooms are small but provide what you need.  Our rooftop...",2014-10-26 09:19:47,KYqeFglUCBFl6haPhoSnug
Wesley S.,5,"If you can make it up the multitude of stairs, the view is amazing and the food is fantastic!
The service was great and the atmosphere was very inviting....",2022-07-19 13:47:12,Q7i_PTpItlxi_sJigKw4qA
Jane F.,1,"Bad service understaffed, the entertainment was intrusive. Very disappointing. Food was ok, they don't know how to make a mojito. One waiter. Will not return",2022-08-16 14:04:01,Q7i_PTpItlxi_sJigKw4qA
Angela C.,4,"Pros:

-The Art Inn is located in a convenient location (close to the metro and train station and local attractions).
-The people that work there are...",2018-07-15 07:12:19,Q7i_PTpItlxi_sJigKw4qA
Krys P.,4,"Our red-eye trans-Atlantic flight arrived in Lisbon at 6am. We know our rooms won't be ready this early, but before we asked, the guy at the check in...",2017-11-16 21:09:45,vyBp7WBiXSOllCS_tff6FQ
Mette O.,5,"This is an excellent hotel. Modern, clean rooms with great bathrooms, good breakfast restaurant, and staff is very nice and helpful. 
Location is perfect...",2016-07-21 03:51:46,F_IBrPSZvkkwAs_eCpkuvQ
Jim S.,3,Pretty nice hotel except you cannot adjust the air conditioning. Also will not give you a refill for the espresso coffee pods in your room and want to...,2023-10-10 09:05:26,F_IBrPSZvkkwAs_eCpkuvQ
Matthew B.,4,"This place is great.  Modern, clean rooms, a great restaurant located beneath, awesome location for Lisboa nightlife, friendly staff, great wifi, free...",2014-02-02 08:53:23,F_IBrPSZvkkwAs_eCpkuvQ
Freya P.,5,"Loved this 5 star hotel, guess i really didn't know what to expect as I normally book 4 star hotels, lol  Let me tell you, not only is this boutique hotel...",2023-10-23 17:06:56,pmA7DXMxOawDkvoyyiGF3w
Mark G.,5,Wonderful hotel and spa. Reasonably priced for great value. We're attentive and helpful and spa service was nice.,2023-10-15 18:12:41,pmA7DXMxOawDkvoyyiGF3w
Brensi M.,4,"This is a small rooftop on the 4th floor of the hotel, it is nice decorated and it has a good relaxed ambiance. The staff is friendly and the drinks were...",2022-06-03 20:35:50,pmA7DXMxOawDkvoyyiGF3w
Akemi W.,5,"Great hotel right by the airport. I don't think anyone stays at these type of places unless they have a very early or late flight, and I feel like a lot of...",2019-10-30 12:42:24,vFM8jBv6Jcc5A2tiIzrlVA
Mark K.,1,"I showed up because I was running out of power with my Tesla at a Destination charger. The Tryp at the harbor was closed, but they said, please go to the...",2021-06-03 04:52:58,vFM8jBv6Jcc5A2tiIzrlVA
Travel L.,1,I have never stayed at this hotel but the horrible booking experience has prompted me to write a review. I booked a room on the hotel website for September...,2022-10-24 13:06:07,vFM8jBv6Jcc5A2tiIzrlVA
Brittany W.,5,"I visited Lisbon, Portugal, for the first time in November 2021 and stayed at Fontecruz Lisboa!

It was a WONDERFUL experience. All the staff we encountered...",2021-12-06 13:10:12,1D4-pyl1i0MhDOXqv57RIg
Wayne H.,5,"Beautiful modern property. 

The staff is multi-lingual ( for us lazy Americans). 

The check in process was easy and were quickly greeted by the bell hop....",2022-07-24 02:01:34,1D4-pyl1i0MhDOXqv57RIg
Jose R.,5,Excelent hotel to stay. Service was subperb and everyone was friendly. Rooms are spacious and well decorated. Sits on the main strip and metro as well as...,2023-02-26 08:07:32,1D4-pyl1i0MhDOXqv57RIg
Greg T.,4,"We were transiting through Lisbon and needed a hotel for the night.  My wife and I decided the Ramada by Wyndham fit the bill.
Close (15 minute taxi ride)...",2023-03-24 02:46:58,gRyLEYnGDckZYsDXl7Lirg
Ryan H.,5,What a fantastic experience for us on a tough day. We were rerouted through Lisbon and had to find a last minute room.  9Hotel Mercy really came through for...,2023-08-21 07:08:27,JopTbqOH6jVuMv-Oj6NP9Q
Larry D.,3,"Not impressed. 

Location- great location with walking access to many shops and restaurants. 

Staff- unfriendly and unhelpful

Morning breakfast- included....",2022-10-23 15:12:16,JopTbqOH6jVuMv-Oj6NP9Q
Olivia D.,1,"DO NOT book a room here. It calls itself a 4 star hotel, but I've stayed in better Holiday Inns. They WROTE down my credit card number for incidentals. They...",2023-05-29 08:41:21,JopTbqOH6jVuMv-Oj6NP9Q
Darlene S.,1,BEWARE OF THIS HOTEL!  This hotel is unsafe. Uneven floors and lack of railings. I fell shattered my arm in lobby. Management told me that I was not the...,2023-12-28 01:23:29,UtoJY2lnHIEOJOhyYrqKhw
Linda E.,2,Hipster chic over cleanliness! I smelled an odor of rotten trash as I entered and especially in the elevator. The room had so much perfumed room deodorizer...,2022-05-23 15:26:06,UtoJY2lnHIEOJOhyYrqKhw
Eric S.,5,"I'm so excited to write this review! 

My husband and I just got back from our honeymoon in Lisbon and stayed here. Manuel was the gentlemen who helped us...",2018-04-30 09:15:03,UtoJY2lnHIEOJOhyYrqKhw
Sam S.,5,A beautiful hotel located by the sea about 12km from Lisbon City centre. It's very close to the airport and we stayed here for a conference. The hotel is...,2018-06-10 15:00:46,CXGhjpsDuK0FusDit3iKQw
Reverend M.,5,"Utterly fabulous! 

This hotel is a wonderful escape with a luxurious finish.
The food is very good, as-are the facilities. 
We managed to get a premium...",2019-03-02 09:15:12,CXGhjpsDuK0FusDit3iKQw
Neluta G.,5,"Great hotel located on the river in Lisbon, love the architecture of the hotel. It is resembling a sail boat and if you look at the hotel from a distance...",2017-05-22 14:15:59,CXGhjpsDuK0FusDit3iKQw
Alberto G.,5,"I really like this hotel. 
Only 70 rooms, quite, familiar, spa, swimming pool. 
the rooms are so spacious and clean, taking care about details. 
Raining...",2014-11-30 08:00:11,MMzWj2f92xiFerwrC8StOA
Nick J.,5,"We stayed for 6 nights in a city view superior room, and loved every part of it! Principe Real was the perfect place to spend our week; it felt like a great...",2023-03-24 09:21:12,PH_8HKvVeGlZC6btE-6sWw
Bonni R.,5,This is a lovely and unpretentious boutique hotel with amazing views past the outdoor lap pool and patio area. The staff is kind and helpful and genuinely...,2022-03-25 06:27:12,PH_8HKvVeGlZC6btE-6sWw
May W.,2,"Beware of bait and switch with your room selection! 
The rooms look nothing at all as they are shown online 
Booked junior suite and was escorted to a room...",2023-04-12 20:03:52,PH_8HKvVeGlZC6btE-6sWw
Dipali G.,5,This was a great hotel with amazing people working here. We spent about 5 days in this hotel and I was so happy that we did. It is very reasonably priced...,2023-02-05 18:16:10,G6aDuRMpDJGWvFIUC6Tduw
Steve S.,4,Really glad Wifey chose this hotel in Chiado right next to the Praça de Camões. Our room looked right out over the place and we were able to enjoy a...,2023-04-20 06:40:08,QIIGuree1Qf6Z68_WcmYnw
Ali B.,5,An amazing hotel experience! The apartment I stayed in overlooked the plaza. Everything was immaculate. The breakfast was delicious. Will absolutely come...,2023-09-02 04:56:19,QIIGuree1Qf6Z68_WcmYnw
Lin L.,4,"We got lucky choosing this hotel for our stay in Lisbon.  First and foremost, the location is so good.  The hotel is located in Chiado on the edge of Bairro...",2019-11-02 14:19:16,QIIGuree1Qf6Z68_WcmYnw
Stephanie S.,5,"Primely located just a stone's throw away from the  main street, the hotel is conveniently located. Everything that a visitor would desire is within a...",2023-08-01 03:36:14,abqCfRI4heBp-IbBtHvnoA
Missy T.,5,"I stayed here for one night but I wish I was staying here for my whole trip. I booked it last minute for my 30th birthday. The front desk, Jessica, was very...",2022-08-21 02:30:34,abqCfRI4heBp-IbBtHvnoA
Suzanne B.,5,"In a sea of crappy tourist restaurants, Lisbon Wine Hotel offers high-quality, tasty cuisine. I've been here twice this week.",2022-07-28 12:19:07,abqCfRI4heBp-IbBtHvnoA
Scott H.,5,"If you're planning on doing a family trip to Lisbon, this is the hotel to stay at! This is a hotel with families in mind. 

The hotel staff are extremely...",2023-07-02 08:29:25,r0mWN0CoLImlQLqIlop63w
Zachary P.,5,"Absolutely amazing place to stay. Staff was awesome, breakfast was good and as you can expect. The staff there was great. If you have young kids this is the...",2023-05-11 12:50:20,r0mWN0CoLImlQLqIlop63w
Lina F.,5,Stay here! Families with toddlers and babies! Stay here! The staff is amazing and they have babysitting services for shifts - 9:30-11:30 and 4:30-6:30! Then...,2016-11-23 15:52:49,r0mWN0CoLImlQLqIlop63w
MJ D.,4,"A beautiful convent converted hotel, located conveniently with a short ride or pleasant walk away from tourist spots.",2017-08-06 08:23:22,S9KuIF-EioW9OgdoY9ZtHw
Thierry S.,4,"From the airport, I took a taxi and paid 10 eur
The second day, I had to go to the convention centre
At the reception, they advised to take the...",2016-11-13 08:55:30,iQ2V-XUFa6FjAGGEDEABBw
Valencia W.,4,I have nothing but an excellent review for SANA MALHOA Hotel! It was one of the greatest experiences we had during our stay. It is near the Praça de España...,2014-01-12 16:56:35,iQ2V-XUFa6FjAGGEDEABBw
TJ B.,5,This place is amazing!! The bed is so comfortable. Describing the decor and atmosphere is a bit overwhelming but it was fantastic and a truly incredible...,2021-10-14 13:26:21,gWNTfyGWNL-eIxYHQmR2rg
Ariela V.,5,"I stayed in this place in late May with my husband, staying at Casa dell'arte was an absolute dream. The house is gorgeous, the rooms are beautiful and the...",2018-07-03 23:10:58,gWNTfyGWNL-eIxYHQmR2rg
Ken L.,5,Perfect hotel to stay at! Location was okay but the hotel is stunning. Portuguese tile everywhere and art displayed throughout. There is a large living...,2019-11-14 04:02:18,gWNTfyGWNL-eIxYHQmR2rg
Richard B.,4,"Very modern, chic hotel. The breakfast is great but cold beverages are served at room temperature which is different.

The staff is polite and friendly. My...",2019-08-28 07:10:31,t9zu3GgtBVQogIYyEamWSQ
Andrew S.,5,We thoroughly enjoyed our stay. Thank you to Paulo the on-site manager who made sure our room was satisfactory for our family of four and Emmanuel the...,2023-06-22 03:25:45,w2NVajknvu8XXiGkD8gB1g
Michael U.,5,"Located near upscale shops, green spaces and a metro station Hotel Lisboa Plaza is an incredible find for under 80 Euros a night.  Family-operated with...",2021-10-21 04:23:22,w2NVajknvu8XXiGkD8gB1g
Carol K.,4,What a lovely hotel and it's located right in the middle of all there is to do in Lisbon!  I did upgrade to a suite so I had a little more space that a...,2017-06-25 18:07:12,w2NVajknvu8XXiGkD8gB1g
Aggie S.,5,We stayed here for one night because we had an overnight flight in Lisbon. This hotel is located in the Belém neighborhood so it's pretty far from the...,2019-10-18 14:31:45,zTXn6HH9lTcjyMB3d8Zp1g
John H.,5,"Realizing most higher end restaurants in Lisbon are closed on Christmas, we were delighted to find Rossio, on the 7th floor welcoming use for dinner that...",2016-12-29 15:13:24,If6go1YXAOH0Zann16KjRw
Martin B.,4,"I loved the location, close to famous Avenida da Liberdade and many Lisbon sights. The standard room was large and comfortable, no complaints here. The beds...",2017-03-28 05:41:06,If6go1YXAOH0Zann16KjRw
Michaela R.,5,"A beautiful small hotel right at the boundary of the centre and a fashionable quarter. Very rich and varied breakfasts - their lichee compote, melons, but...",2017-04-08 07:35:58,If6go1YXAOH0Zann16KjRw
Mel T.,3,"Stayed at this hotel for two nights in December. Here are some pros/cons:

Pros:
-Less than a 5 minute walk to the metro
-Mini fridge
-Plenty of sink...",2024-01-04 04:56:45,M-URexQjVHXeRxQ7csDBFA
Monica G.,3,I travel quite a lot and would rate this hotel as average.   The location is pretty good and about a 15-20 minute walk to the city center where you can find...,2019-04-10 12:35:32,M-URexQjVHXeRxQ7csDBFA
Nathan T.,4,"This is a business class hotel that is popular with tourists. Excellent service, very clean, with a standard but nice selection of items for breakfast. The...",2019-01-19 21:23:46,M-URexQjVHXeRxQ7csDBFA
Elisa R.,1,"My husband and I stayed here in March and had an awful experience. 
- the hotel advertises that they have AC but to our surprise there was no AC. We were...",2020-06-17 12:38:00,wTIfr_azEl9pd6nRGckEBw
Jeff F.,5,"Hotel is awesome, the breakfast buffet not so much...

The hotel is centrally located near the city centre and is walking distance to a lot of the major...",2019-03-19 02:43:35,wTIfr_azEl9pd6nRGckEBw
Jeong B.,3,"It nice hotel. Small. Downtown. ONE thing I don't like, bathroom all glass! With curtain! Like window!

Boyfriend watch me pee! So uncomfort. Why have this?...",2017-08-02 19:03:46,wTIfr_azEl9pd6nRGckEBw
Danny B.,5,This is really a great Holiday Inn! The staff are super friendly and helped us with some great recommendations. The selections of drinks at the hotel bar...,2023-06-22 05:57:53,jfxwV5kgiaJH17cxY5Dtwg
Joy D.,3,"Breakfast was thorough and full. There is fruit as a DF / GF option, but most of the other options are for all-inclusive diets. They do advertise laundry...",2023-03-04 00:58:31,jfxwV5kgiaJH17cxY5Dtwg
Michael O.,5,I would stay here again. It's off a quiet side street of a busy street. Concierfe and check in went smoothly and the room was really nice.,2019-07-17 23:15:30,jfxwV5kgiaJH17cxY5Dtwg
Irina K.,5,"Hotel Alegria is a wonderful hotel right off the famous Av da Liberdade.
It is next to the cute little park, in a middle of everything, walking distance...",2023-05-26 07:48:15,XaLVe_KVlnPW52fcOOKUgg
Thembi S.,5,"This hotel is wonderful! The building and rooms are charming, the staff is efficient, and the breakfast totally seals the deal!

I've been staying at Hotel...",2022-05-25 00:37:49,XaLVe_KVlnPW52fcOOKUgg
Angela S.,5,"The location of this place is perfect, and I loved spending evenings in praça alegria having a drink and enjoying some live music. The rooms were beautiful...",2023-08-13 08:21:22,XaLVe_KVlnPW52fcOOKUgg
Victoria P.,5,This hotel is beautiful! Special thanks to Rafael for being so friendly and helpful during our visit. Customer service is so important now days and good...,2022-11-07 13:13:01,JBx1reb1QcEkewjZrwlOQQ
M N.,5,"Hidden gem in Lisbon's stunning Alfama neighbourhood. The hotel's cleanliness, comfort and service are impeccable and a very good value for money. We stayed...",2017-04-14 02:07:39,JBx1reb1QcEkewjZrwlOQQ
Lia M.,4,This hotel is now called Inspira Liberdade Boutique Hotel. I love a wellness-inspired hotel and this one was perfect. It doesn't look like much from the...,2023-08-05 11:27:23,bx70ixi2639OS7vhDmqkag
Susanna D.,1,Unsanitary!! The lights were out when I got into bed (so I didn't notice) but when I got up in the morning there was BLOOD STAINS on the sheets! And it was...,2023-03-29 07:38:18,bx70ixi2639OS7vhDmqkag
Phillip P.,4,"Poor first impression. Booked suite months ago. And when booking, Inspira has a portion where they ask when you will arrive. I stated we'd be in around 8-10...",2019-10-17 10:51:01,bx70ixi2639OS7vhDmqkag
Robert R.,4,"I attended a conference and stayed at this hotel for over a week. They work very hard to keep it clean and make you happy. 

The restaurant has a very nice...",2018-05-27 05:55:31,zHUB3DooQANtfVz6_cuF9w
Stuart S.,3,"Overall a good value for the money, a clean hotel, and centrally located.  The bed was small and uncomfortable.

My flight was cancelled and delayed one...",2023-07-21 13:01:28,zw7Ui5fWYtpHEb3I6whdMA
Linda S.,5,We stayed at this charming 28 bed hotel near Rossi Square. This boutique hotel is centrally located to all sights. It is with in walking distance  of many...,2022-04-28 13:42:09,kPWKh6dUSQKm-zZFl5PLUQ
Sarah J.,1,I booked hotel and need to cancel or change reservations and I called thru Hotels.com and asked if they would waiver cancel fee: they refused. Tried to...,2022-07-14 04:01:02,kPWKh6dUSQKm-zZFl5PLUQ
Al F.,1,We got here from United States and the first night we were told they had overbooked so they sent us to a different Hotel. That is not where all the trouble...,2017-09-14 02:16:14,9He0PixiE3FKvASaGEwtRA
Brian L.,4,Hotel White Lisboa is a tech savvy hotel conveniently located right in front of the Saldanha Metro station. Friendly and helpful staff and easy on your...,2019-06-17 14:57:48,piXnAYay9BdSW7AsLq_oJg
Mel N.,1,"This is a review of the Dom Carlos Liberty Hotel. 

I wil get to the point. The positives:

The room is clean.
The breakfast is adequate.
The elevator is...",2023-06-17 20:41:45,DHxMzz8RbW1u1E25SBCCCg
Tracym ..,4,"Great location-right off the central street going all the way to the water. Easy to access metro, bus and taxi. We walked to most locations and used the...",2022-05-18 07:02:37,DHxMzz8RbW1u1E25SBCCCg
Seta C.,5,"Location, location, location. Situated in a great area next to all the high end stores such as Gucci, Cartier, Prada and more. 

Staff was extremely...",2015-07-16 00:37:34,DHxMzz8RbW1u1E25SBCCCg
Nick P.,1,Where to start... rooms not ready upon arrival which is understandable. Then rooms not ready at check in time. Then when the room was ready got into it and...,2022-07-09 10:00:39,JUoh6RTTV1gKKGZdfwfRsQ
Kelly S.,5,"This is one of the best hotels that I have ever stayed at. It says that the hotel is on the very expensive side, and I would have to disagree. For two...",2022-05-11 12:25:27,Ep2nQZBwJRRzBP4cWwi4Xg
Porschia E.,5,"I was so happy to see that this hotel actually looked like the pictures online. From the moment we walked in, the staff was really nice.  They explained how...",2018-05-05 19:01:50,Ep2nQZBwJRRzBP4cWwi4Xg
Dallas R.,1,"I enjoyed that my room faced the main square so I could people watch. The hotel interior is also very modern and beautiful. 
However, The staff was...",2018-12-30 09:54:54,Ep2nQZBwJRRzBP4cWwi4Xg
Liz S.,5,"Very nice hotel customer service is excellent 
Very clean hotel. Shops around this hotel and restaurants very convenient.  And I was very pleased to know...",2023-09-12 10:57:21,c5LnoWfP37u9gxCWSGXgGA
helen l.,4,"Nice clean hotel. It's next to public transportation. The staff accommodating and the young man Last name was Mendes was wonderful, had great information,...",2023-03-12 04:27:02,c5LnoWfP37u9gxCWSGXgGA
Ann G.,1,"Poor customer service.
They made an error and instead of professionally admitting their mistake and rectifying the situation the manager blamed the customer.",2023-07-23 15:48:32,c5LnoWfP37u9gxCWSGXgGA
Alec P.,4,"The hotel is nice and clean, the service at the front desk was also good and spoke English. The rooms were a topical European style or big enough for the...",2019-08-11 15:18:05,Aeu0o-3KNSmx9kzI2fWbWA
Puja K.,3,Good hotel for the price we paid to stay 5 nights. Hotel staff were very friendly and helped us make reservations for restaurants and held our luggage...,2014-12-27 13:45:04,Aeu0o-3KNSmx9kzI2fWbWA
Michelle Y.,1,"They failed to mention that they have construction going on and the parking was closed. Had to park two blocked away. Beds are small and very hard.
Would...",2018-05-09 20:55:36,Ug1FJQ8fbOcUyogttPte7g
Jocelyn C.,5,"The location for the price cannot be beat. 

Located a two-minute walk from the Saldanha metro stop, you can easily drag luggage here from the airport. Just...",2015-07-23 16:21:10,Ug1FJQ8fbOcUyogttPte7g
Jennifer S.,4,"This was my first trip to Lisbon. I found this hotel through Travelocity. We were there from June 13th to June 19th, 2015.
As soon as we got there they were...",2015-06-24 07:40:50,Ug1FJQ8fbOcUyogttPte7g
Dany H.,5,"This is the best cocktail bar around. I am told it is also a great hotel but even if you don't stay here for a night, stay here for an evening. The...",2023-10-22 10:12:30,bSR868URbwvXnE6VO9VCrQ
Philip S.,4,"This property was one of several offered as a possible places to stay for a conference at the university. It is not exactly close, about a mile away. It was...",2023-09-12 16:19:09,9e52Aom0CwOw0zMA-CcUrg
Miguel O.,4,I loved this hotel everything you need it gives you. Also the room service was good and brought us an iron to iron our clothes. Anyway the experience was...,2022-08-19 15:05:18,9e52Aom0CwOw0zMA-CcUrg
Roberta D.,2,"We decided to spend four days in Lisbon after touring Sintra, Estoril and Cascais and we chose this hotel due to its five star rating. From the moment we...",2022-12-09 11:29:28,9e52Aom0CwOw0zMA-CcUrg
Antonio A.,5,"This is a design hotel. With very modern and simple links.
However it is cosy and confortable.
The personal is very polite and helpfull. 
Breakfast with a...",2015-09-10 00:37:51,qq-Cs23bfaM-iO6q2c1mxg
Bloss C.,5,We loved this property for our short stay in Lisbon. It is very peaceful and the staff are extraordinarily nice.  We booked a basic category of rooms but...,2019-10-18 17:49:44,FLsNYiop2cmH5rS04dFFAA
Katherine A.,5,This is a lovely boutique hotel set in a quite neighborhood within walking distance of Barrio Alto and the train station for Cascais.  They offer an...,2017-08-20 07:55:30,FLsNYiop2cmH5rS04dFFAA
Ed L.,5,"Wonderful 'palacito' of 12 rooms that felt more like staying in a private house than a hotel. The staff was caring and charming.
We took the cheapest...",2016-08-25 07:45:03,FLsNYiop2cmH5rS04dFFAA
Melinda A.,5,"the best of the best. Everyone was so warm & welcoming. The rooms were luxurious & the bed was so very comfortable & the sheets so soft! The food was fresh,...",2022-10-19 13:55:31,p-gr_PeSlDbQGzYzbhohcQ
Pierre C.,5,"The hotel is located in an automotive restricted area. If you drive, obtain access information from the front desk. This caused a little confused which had...",2018-09-02 12:08:26,p-gr_PeSlDbQGzYzbhohcQ
Sydney S.,3,"This hotel is alright. I am visiting from the United States and it's very much a European hotel. If you get placed in a room adjacent to the main road,...",2022-11-27 00:11:28,NA45h6CMod6216LCrYxdxw
